50;47;4;2;2;3;1;2;2;2;4;3;1;1;1
50;166;4;3;1;3;1;1;2;2;7;1;2;1;1
50;115;5;3;2;3;1;5;2;4;2;1;2;1;1
50;39;3;4;2;3;1;5;2;7;7;1;1;1;1
50;3545;4;2;2;3;1;5;2;2;4;1;1;1;1
50;3610;5;4;2;3;1;5;2;2;2;1;1;2;1
50;3726;3;2;2;4;2;1;2;4;7;2;1;1;1
50;3510;4;3;1;4;1;1;2;7;7;1;1;1;1
50;3579;4;4;2;4;1;4;2;7;2;2;1;1;1
54;47;4;2;2;4;1;5;2;7;4;1;1;1;1
55;124;3;1;2;4;1;5;2;7;4;2;1;2;1
54;102;4;2;2;1;1;1;2;1;6;1;1;2;1
54;109;4;3;1;3;1;2;1;2;7;1;2;1;1
54;3545;4;2;2;3;1;5;2;2;2;1;1;2;1
54;3735;4;3;1;4;1;5;2;2;2;3;2;1;1
54;3695;3;4;2;4;1;1;2;2;7;1;1;1;1
54;3726;2;2;2;4;2;1;2;6;6;3;1;2;1
54;3610;5;3;2;4;1;5;2;2;2;1;1;1;1
55;47;5;4;3;4;1;5;2;2;4;2;1;1;2
55;66;5;4;3;4;1;5;1;6;4;2;1;1;1
55;38;2;2;1;3;1;4;2;7;5;2;1;2;1
55;3726;4;4;3;4;1;1;1;4;4;2;1;1;1
55;3510;4;1;1;4;1;5;1;4;7;2;1;1;1
55;3610;5;1;1;4;1;5;1;2;2;2;1;1;1
55;3579;4;2;2;3;1;5;2;7;4;2;1;2;1
55;3750;2;2;2;1;1;1;1;7;5;2;1;1;1
55;3787;4;2;1;2;1;1;1;4;4;2;1;1;1
55;3770;3;4;2;4;1;5;2;7;7;2;1;2;1
55;3743;2;2;2;1;1;1;1;7;7;2;1;1;1
55;3735;4;2;3;4;1;5;1;2;4;2;1;1;1
55;3748;4;2;1;1;1;5;2;4;7;2;1;1;1
55;212;4;2;1;4;1;5;2;4;7;2;2;1;2
24;3750;5;2;2;4;1;1;1;2;2;1;1;1;1
24;201;5;4;1;4;1;4;1;4;4;1;1;1;1
59;138;3;3;1;3;1;5;1;1;3;3;1;1;1
61;65;4;4;2;3;1;1;2;2;2;1;1;2;1
61;16;3;4;2;3;1;1;2;5;7;1;1;1;1
61;66;3;3;2;3;1;5;1;7;7;2;2;1;1
61;212;5;3;2;1;1;1;2;2;7;1;1;1;1
61;159;4;3;1;4;1;5;2;2;7;1;1;1;1
61;3510;3;3;1;4;1;2;2;7;7;2;1;2;1
61;47;5;3;1;3;2;2;2;2;7;1;1;1;1
61;3610;5;3;2;4;1;5;2;2;2;2;1;1;1
89;3545;4;4;2;3;1;4;3;2;2;1;1;1;1
89;212;2;3;1;4;2;4;3;5;6;1;1;1;1
89;65;2;4;2;3;1;1;3;2;2;1;1;1;1
125;3510;4;4;1;4;3;2;2;7;7;2;2;1;1
125;3610;5;4;2;4;3;5;2;2;2;1;1;2;1
125;201;4;4;2;4;3;2;2;1;1;3;2;2;1
125;3787;5;4;2;1;1;3;1;2;2;1;2;1;1
127;3750;4;3;1;4;1;1;5;2;3;1;2;1;1
127;3726;5;4;1;4;1;2;1;4;4;3;1;1;1
143;47;4;3;1;3;2;0;2;7;7;2;1;0;0
143;3649;5;0;0;0;0;0;0;7;7;2;0;0;0
143;138;5;3;1;1;2;2;2;4;7;2;1;0;1
157;3725;5;3;1;1;1;1;1;2;2;2;1;2;1
